73013042500;73013042599;Ростелеком;Rostelekom;
73013043000;73013043259;Ростелеком;Rostelekom;
73013043260;73013043299;Ростелеком;Rostelekom;
73013043300;73013043799;Ростелеком;Rostelekom;
73013043800;73013043812;МегаФон;MegaFon;
73013044000;73013044899;Ростелеком;Rostelekom;
73013044900;73013044949;Ростелеком;Rostelekom;
73013046000;73013046699;Ростелеком;Rostelekom;
73013046700;73013046999;Байкал Диалог;Baikal Dialog;
73013047000;73013048999;Ростелеком;Rostelekom;
73013049000;73013049999;Байкал Диалог;Baikal Dialog;
73013051000;73013052999;Ростелеком;Rostelekom;
73013056300;73013056399;Ростелеком;Rostelekom;
73013141000;73013143299;Ростелеком;Rostelekom;
73013190000;73013190029;МегаФон;MegaFon;
73013191000;73013192699;Ростелеком;Rostelekom;
73013192800;73013192999;Ростелеком;Rostelekom;
73013193300;73013193399;Ростелеком;Rostelekom;
73013194100;73013194299;Ростелеком;Rostelekom;
73013195100;73013195899;Ростелеком;Rostelekom;
73013196100;73013196299;Ростелеком;Rostelekom;
73013197200;73013197299;Ростелеком;Rostelekom;
73013198300;73013198599;Ростелеком;Rostelekom;
73013199100;73013199199;Ростелеком;Rostelekom;
73013242000;73013242999;Российские железные дороги;Rossiiskie zheleznye dorogi;
73013243000;73013243007;МегаФон;MegaFon;
73013245000;73013245999;Российские железные дороги;Rossiiskie zheleznye dorogi;
73013254000;73013254999;Ростелеком;Rostelekom;
73013255100;73013255619;Ростелеком;Rostelekom;
73013256000;73013256049;Ростелеком;Rostelekom;
73013256100;73013256349;Ростелеком;Rostelekom;
73013257000;73013257023;Ростелеком;Rostelekom;
73013261000;73013261999;ВИТОЛ;VITOL;
73013264300;73013264399;Ростелеком;Rostelekom;
73013341000;73013343349;Ростелеком;Rostelekom;
73013343350;73013343385;МегаФон;MegaFon;
73013353100;73013353299;Ростелеком;Rostelekom;
73013354100;73013354399;Ростелеком;Rostelekom;
73013355100;73013355299;Ростелеком;Rostelekom;
73013356200;73013356349;Ростелеком;Rostelekom;
73013357100;73013357249;Ростелеком;Rostelekom;
73013357300;73013357399;Ростелеком;Rostelekom;
73013358100;73013358399;Ростелеком;Rostelekom;
73013358600;73013358999;Ростелеком;Rostelekom;
73013359300;73013359749;Ростелеком;Rostelekom;
73013359800;73013359849;Ростелеком;Rostelekom;
73013359900;73013359999;Ростелеком;Rostelekom;
73013441000;73013442999;Ростелеком;Rostelekom;
73013443000;73013443036;МегаФон;MegaFon;
73013443037;73013443136;Межрегиональный ТранзитТелеком;Mezhregionalnyi TranzitTelekom;
73013444000;73013444999;Межрегиональный ТранзитТелеком;Mezhregionalnyi TranzitTelekom;
73013493100;73013493199;Ростелеком;Rostelekom;
73013493300;73013493399;Ростелеком;Rostelekom;
73013494100;73013494449;Ростелеком;Rostelekom;
73013495100;73013495249;Ростелеком;Rostelekom;
73013495400;73013495599;Ростелеком;Rostelekom;
73013495610;73013495659;Ростелеком;Rostelekom;
73013495700;73013495799;Ростелеком;Rostelekom;
73013496100;73013496399;Ростелеком;Rostelekom;
73013497400;73013497699;Ростелеком;Rostelekom;
73013498200;73013498449;Ростелеком;Rostelekom;
73013498500;73013498599;Ростелеком;Rostelekom;
73013499100;73013499199;Ростелеком;Rostelekom;
73013499310;73013499359;Ростелеком;Rostelekom;
73013499510;73013499559;Ростелеком;Rostelekom;
73013521000;73013522299;Ростелеком;Rostelekom;
73013522300;73013522321;МегаФон;MegaFon;
73013523300;73013523499;Ростелеком;Rostelekom;
73013524310;73013524359;Ростелеком;Rostelekom;
73013528100;73013528199;Ростелеком;Rostelekom;
73013529160;73013529259;Красноярское конструкторское бюро Искра;Krasnoyarskoe konstruktorskoe byuro Iskra;
73013529260;73013529283;МегаФон;MegaFon;
73013529310;73013529399;Ростелеком;Rostelekom;
73013529510;73013529659;Ростелеком;Rostelekom;
73013531110;73013531159;Ростелеком;Rostelekom;
73013532100;73013532299;Ростелеком;Rostelekom;
73013533110;73013533159;Ростелеком;Rostelekom;
73013534310;73013534359;Ростелеком;Rostelekom;
73013535100;73013535249;Ростелеком;Rostelekom;
73013536100;73013536259;Ростелеком;Rostelekom;
73013537100;73013537199;Ростелеком;Rostelekom;
73013641000;73013643047;Ростелеком;Rostelekom;
73013643048;73013643086;МегаФон;MegaFon;
73013643087;73013645086;Межрегиональный ТранзитТелеком;Mezhregionalnyi TranzitTelekom;
73013645100;73013645899;Ростелеком;Rostelekom;
73013646200;73013646699;Интерфейс;Interfeis;
73013650100;73013650199;Ростелеком;Rostelekom;
73013650700;73013650949;Ростелеком;Rostelekom;
73013653200;73013654049;Ростелеком;Rostelekom;
73013655100;73013655299;Ростелеком;Rostelekom;
73013656000;73013656899;Ростелеком;Rostelekom;
73013657100;73013657449;Ростелеком;Rostelekom;
73013658010;73013658059;Ростелеком;Rostelekom;
73013658100;73013658549;Ростелеком;Rostelekom;
73013658600;73013658699;Ростелеком;Rostelekom;
73013658810;73013658859;Ростелеком;Rostelekom;
73013659200;73013659299;Ростелеком;Rostelekom;
73013743000;73013746109;Ростелеком;Rostelekom;
73013746110;73013746137;МегаФон;MegaFon;
73013790100;73013790399;Ростелеком;Rostelekom;
73013791100;73013791259;Ростелеком;Rostelekom;
73013791300;73013791499;Ростелеком;Rostelekom;
73013791610;73013791659;Ростелеком;Rostelekom;
73013792100;73013792599;Ростелеком;Rostelekom;
73013792610;73013792659;Ростелеком;Rostelekom;
73013793100;73013793299;Ростелеком;Rostelekom;
73013793400;73013793649;Ростелеком;Rostelekom;
73013793700;73013793799;Ростелеком;Rostelekom;
73013794110;73013794159;Ростелеком;Rostelekom;
73013795100;73013795299;Ростелеком;Rostelekom;
73013796100;73013796299;Ростелеком;Rostelekom;
73013797100;73013797199;Ростелеком;Rostelekom;
73013798100;73013798299;Ростелеком;Rostelekom;
73013799100;73013799199;Ростелеком;Rostelekom;
73013833400;73013833499;Ростелеком;Rostelekom;
73013833500;73013833550;МегаФон;MegaFon;
73013840000;73013842049;Ростелеком;Rostelekom;
73013843000;73013843399;Ростелеком;Rostelekom;
73013843500;73013843549;Ростелеком;Rostelekom;
73013870000;73013871023;Ростелеком;Rostelekom;
73013873000;73013876900;Ростелеком;Rostelekom;
73013877000;73013879799;Ростелеком;Rostelekom;
73013891000;73013891999;Ростелеком;Rostelekom;
73013892100;73013892396;Ростелеком;Rostelekom;
73013892400;73013892859;Ростелеком;Rostelekom;
73013892900;73013894859;Ростелеком;Rostelekom;
73013894900;73013894959;Ростелеком;Rostelekom;
73013895000;73013895699;Ростелеком;Rostelekom;
73013932000;73013933999;Российские железные дороги;Rossiiskie zheleznye dorogi;
73014021000;73014021399;Ростелеком;Rostelekom;
73014021400;73014021421;МегаФон;MegaFon;
73014021600;73014021999;Ростелеком;Rostelekom;
73014022100;73014022599;Ростелеком;Rostelekom;
73014023300;73014023799;Ростелеком;Rostelekom;
73014024100;73014024699;Ростелеком;Rostelekom;
73014025100;73014025399;Ростелеком;Rostelekom;
73014026100;73014026199;Ростелеком;Rostelekom;
73014026300;73014026499;Ростелеком;Rostelekom;
73014026610;73014026659;Ростелеком;Rostelekom;
73014027100;73014027199;Ростелеком;Rostelekom;
73014028100;73014028149;Ростелеком;Rostelekom;
73014028150;73014028249;Красноярское конструкторское бюро Искра;Krasnoyarskoe konstruktorskoe byuro Iskra;
73014041000;73014041299;Ростелеком;Rostelekom;
73014130000;73014130149;Ростелеком;Rostelekom;
73014130150;73014130171;МегаФон;MegaFon;
73014131300;73014131399;Ростелеком;Rostelekom;
73014132000;73014132999;Ростелеком;Rostelekom;
73014133100;73014133299;Ростелеком;Rostelekom;
73014134300;73014134499;Ростелеком;Rostelekom;
73014135300;73014135499;Ростелеком;Rostelekom;
73014136500;73014136599;Ростелеком;Rostelekom;
73014136900;73014136999;Ростелеком;Rostelekom;
73014137300;73014137399;Ростелеком;Rostelekom;
73014138100;73014138599;Ростелеком;Rostelekom;
73014139300;73014139359;Ростелеком;Rostelekom;
73014139410;73014139699;Ростелеком;Rostelekom;
73014139810;73014139859;Ростелеком;Rostelekom;
73014231310;73014231359;Ростелеком;Rostelekom;
73014231400;73014231499;Ростелеком;Rostelekom;
73014231500;73014231541;МегаФон;MegaFon;
73014232100;73014232249;Ростелеком;Rostelekom;
73014233000;73014233049;Ростелеком;Rostelekom;
73014233100;73014233199;Ростелеком;Rostelekom;
73014234050;73014234199;Ростелеком;Rostelekom;
73014235500;73014235649;Ростелеком;Rostelekom;
73014236100;73014236199;Ростелеком;Rostelekom;
73014237100;73014237299;Ростелеком;Rostelekom;
73014238110;73014238199;Ростелеком;Rostelekom;
73014241000;73014241349;Ростелеком;Rostelekom;
73014245510;73014245559;Ростелеком;Rostelekom;
73014245600;73014246049;Ростелеком;Rostelekom;
73014290600;73014290899;Ростелеком;Rostelekom;
73014291000;73014293999;Ростелеком;Rostelekom;
73014294600;73014294999;Ростелеком;Rostelekom;
73014295200;73014295549;Ростелеком;Rostelekom;
73014296200;73014296399;Ростелеком;Rostelekom;
73014297050;73014297599;Ростелеком;Rostelekom;
73014298100;73014298299;Ростелеком;Rostelekom;
73014298300;73014298349;Ростелеком;Rostelekom;
73014299400;73014299599;Ростелеком;Rostelekom;
73014321000;73014324549;Ростелеком;Rostelekom;
73014324550;73014324578;МегаФон;MegaFon;
73014325100;73014325149;Ростелеком;Rostelekom;
73014325300;73014325399;Ростелеком;Rostelekom;
73014325500;73014325799;Ростелеком;Rostelekom;
73014326300;73014326849;Ростелеком;Rostelekom;
73014327100;73014327149;Ростелеком;Rostelekom;
73014327300;73014327699;Ростелеком;Rostelekom;
73014327900;73014327949;Ростелеком;Rostelekom;
73014328100;73014328199;Ростелеком;Rostelekom;
73014328300;73014328449;Ростелеком;Rostelekom;
73014328500;73014328599;Ростелеком;Rostelekom;
73014328700;73014328799;Ростелеком;Rostelekom;
73014329300;73014329749;Ростелеком;Rostelekom;
73014441000;73014442249;Ростелеком;Rostelekom;
73014442250;73014442281;МегаФон;MegaFon;
73014451000;73014452299;Ростелеком;Rostelekom;
73014453000;73014454049;Ростелеком;Rostelekom;
73014454400;73014455599;Ростелеком;Rostelekom;
73014456100;73014456399;Ростелеком;Rostelekom;
73014456600;73014456849;Ростелеком;Rostelekom;
73014457300;73014457349;Ростелеком;Rostelekom;
73014457360;73014457499;Ростелеком;Rostelekom;
73014457600;73014457849;Ростелеком;Rostelekom;
73014458000;73014458249;Ростелеком;Rostelekom;
73014458300;73014458449;Ростелеком;Rostelekom;
73014458500;73014458999;Ростелеком;Rostelekom;
73014459100;73014459449;Ростелеком;Rostelekom;
73014459500;73014459949;Ростелеком;Rostelekom;
73014541000;73014545999;Ростелеком;Rostelekom;
73014594000;73014594033;МегаФон;MegaFon;
73014594100;73014594299;Ростелеком;Rostelekom;
73014594310;73014594359;Ростелеком;Rostelekom;
73014594400;73014594449;Ростелеком;Rostelekom;
73014594600;73014594759;Ростелеком;Rostelekom;
73014594800;73014594899;Ростелеком;Rostelekom;
73014595100;73014595699;Ростелеком;Rostelekom;
73014596511;73014596830;Ростелеком;Rostelekom;
73014597300;73014597899;Ростелеком;Rostelekom;
73014598100;73014598399;Ростелеком;Rostelekom;
73014598400;73014598499;Ростелеком;Rostelekom;
73014598500;73014598659;Ростелеком;Rostelekom;
73014598710;73014598759;Ростелеком;Rostelekom;
73014598900;73014598999;Ростелеком;Rostelekom;
73014599050;73014599199;Ростелеком;Rostelekom;
73014599200;73014599249;Ростелеком;Rostelekom;
73014599300;73014599599;Ростелеком;Rostelekom;
73014599800;73014599899;Ростелеком;Rostelekom;
73014651610;73014651659;Ростелеком;Rostelekom;
73014653400;73014653549;Ростелеком;Rostelekom;
73014653550;73014653570;МегаФон;MegaFon;
73014654100;73014654249;Ростелеком;Rostelekom;
73014655100;73014656499;Ростелеком;Rostelekom;
73014656500;73014656599;Ростелеком;Rostelekom;
73014657100;73014657449;Ростелеком;Rostelekom;
73014658110;73014658159;Ростелеком;Rostelekom;
73014658210;73014658259;Ростелеком;Rostelekom;
73014658300;73014658559;Ростелеком;Rostelekom;
73014741000;73014742699;Ростелеком;Rostelekom;
73014742700;73014742730;МегаФон;MegaFon;
73014743000;73014743099;Ростелеком;Rostelekom;
73014792200;73014792599;Ростелеком;Rostelekom;
73014793000;73014793349;Ростелеком;Rostelekom;
73014793400;73014793499;Ростелеком;Rostelekom;
73014793600;73014793699;Ростелеком;Rostelekom;
73014793800;73014793849;Ростелеком;Rostelekom;
73014794100;73014794299;Ростелеком;Rostelekom;
73014795500;73014795599;Ростелеком;Rostelekom;
73014796100;73014796149;Ростелеком;Rostelekom;
73014796300;73014796349;Ростелеком;Rostelekom;
73014796500;73014796549;Ростелеком;Rostelekom;
73014796600;73014796799;Ростелеком;Rostelekom;
73014797100;73014797111;Ростелеком;Rostelekom;
73014797300;73014797899;Ростелеком;Rostelekom;
73014798100;73014798199;Ростелеком;Rostelekom;
73014799300;73014799449;Ростелеком;Rostelekom;
73014820100;73014820259;Ростелеком;Rostelekom;
73014820610;73014820659;Ростелеком;Rostelekom;
73014821000;73014821299;Ростелеком;Rostelekom;
73014821300;73014821326;МегаФон;MegaFon;
73014822000;73014823999;Ростелеком;Rostelekom;
73014824110;73014824159;Ростелеком;Rostelekom;
73014824310;73014824359;Ростелеком;Rostelekom;
73014824510;73014824559;Ростелеком;Rostelekom;
73014824610;73014824659;Ростелеком;Rostelekom;
73014824700;73014824799;Ростелеком;Rostelekom;
73014825100;73014825299;Ростелеком;Rostelekom;
73014825600;73014825699;Ростелеком;Rostelekom;
73014826100;73014826249;Ростелеком;Rostelekom;
73014826600;73014826699;Ростелеком;Rostelekom;
73014827110;73014827159;Ростелеком;Rostelekom;
73014827300;73014827399;Ростелеком;Rostelekom;
73014828400;73014828749;Ростелеком;Rostelekom;
73014829200;73014829359;Ростелеком;Rostelekom;
73014829410;73014829459;Ростелеком;Rostelekom;
73014829610;73014829659;Ростелеком;Rostelekom;
73014941000;73014942249;Ростелеком;Rostelekom;
73014942250;73014942278;МегаФон;MegaFon;
73014943000;73014943199;Ростелеком;Rostelekom;
73014991100;73014991199;Ростелеком;Rostelekom;
73014991500;73014991699;Ростелеком;Rostelekom;
73014992100;73014992449;Ростелеком;Rostelekom;
73014992500;73014992549;Ростелеком;Rostelekom;
73014992600;73014992799;Ростелеком;Rostelekom;
73014993500;73014993799;Ростелеком;Rostelekom;
73014995200;73014995399;Ростелеком;Rostelekom;
73014996300;73014996549;Ростелеком;Rostelekom;
73014997600;73014997699;Ростелеком;Rostelekom;
73014998200;73014998399;Ростелеком;Rostelekom;
73015051100;73015051799;Ростелеком;Rostelekom;
73015051800;73015051813;МегаФон;MegaFon;
73015053100;73015053299;Ростелеком;Rostelekom;
73015056100;73015056149;Ростелеком;Rostelekom;
73015056200;73015056299;Ростелеком;Rostelekom;
73015056300;73015056399;Красноярское конструкторское бюро Искра;Krasnoyarskoe konstruktorskoe byuro Iskra;
73015341000;73015342999;Ростелеком;Rostelekom;
73015353210;73015353259;Ростелеком;Rostelekom;
73015354100;73015354199;Красноярское конструкторское бюро Искра;Krasnoyarskoe konstruktorskoe byuro Iskra;
73015354200;73015354349;Ростелеком;Rostelekom;
73015354400;73015354599;Ростелеком;Rostelekom;
73015355000;73015355599;Ростелеком;Rostelekom;
73015356200;73015356349;Ростелеком;Rostelekom;
73015357100;73015357199;Ростелеком;Rostelekom;
73022200000;73022219999;Ростелеком;Rostelekom;
73022220000;73022229999;Российские железные дороги;Rossiiskie zheleznye dorogi;
73022230000;73022239999;Ростелеком;Rostelekom;
73022240000;73022244999;Российские железные дороги;Rossiiskie zheleznye dorogi;
73022245000;73022245199;Стелла Коммьюникейшн;Stella Kommyunikeishn;
73022245200;73022245215;МегаФон;MegaFon;
73022245216;73022245715;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73022245716;73022245765;Диджитал Кантри Нэт;Didzhital Kantri Net;
73022250000;73022269999;Ростелеком;Rostelekom;
73022270000;73022272499;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73022280000;73022283999;Ростелеком;Rostelekom;
73022284000;73022284499;ПРЕСТИЖ-ИНТЕРНЕТ;PRESTIZh-INTERNET;
73022285000;73022286999;Ростелеком;Rostelekom;
73022287000;73022287999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73022288800;73022288899;Гамма Телеком;Gamma Telekom;
73022300000;73022309999;АСВТ(Москва);ASVT(Moskva);
73022310000;73022341999;Ростелеком;Rostelekom;
73022342000;73022343999;В/Ч 55312;V/Ch 55312;
73022344000;73022369999;Ростелеком;Rostelekom;
73022370100;73022370299;Ростелеком;Rostelekom;
73022370310;73022370359;Ростелеком;Rostelekom;
73022370400;73022370699;Ростелеком;Rostelekom;
73022370710;73022370759;Ростелеком;Rostelekom;
73022370800;73022370815;Ростелеком;Rostelekom;
73022370840;73022370869;Ростелеком;Rostelekom;
73022371100;73022371699;Ростелеком;Rostelekom;
73022372100;73022372799;Ростелеком;Rostelekom;
73022373100;73022373499;Ростелеком;Rostelekom;
73022373500;73022373554;МегаФон;MegaFon;
73022373600;73022373799;Ростелеком;Rostelekom;
73022374100;73022374299;Ростелеком;Rostelekom;
73022374400;73022374855;Ростелеком;Rostelekom;
73022375100;73022375339;Ростелеком;Rostelekom;
73022375400;73022375499;Ростелеком;Rostelekom;
73022376100;73022376215;Ростелеком;Rostelekom;
73022376300;73022376815;Ростелеком;Rostelekom;
73022377100;73022377440;Ростелеком;Rostelekom;
73022377500;73022377815;Ростелеком;Rostelekom;
73022378400;73022378599;Ростелеком;Rostelekom;
73022379100;73022379399;Ростелеком;Rostelekom;
73022380000;73022389999;Межрегиональная распределительная сетевая компания Сибири;Mezhregionalnaya raspredelitelnaya setevaya kompaniya Sibiri;
73022390000;73022399999;Ростелеком;Rostelekom;
73022400000;73022402999;Связь Комплект;Svyaz Komplekt;
73022404000;73022404199;Гамма Телеком;Gamma Telekom;
73022410000;73022419999;Ростелеком;Rostelekom;
73022420000;73022420999;Волгатранстелеком,;Volgatranstelekom,;
73022421000;73022421999;Волгатранстелеком,;Volgatranstelekom,;
73022422000;73022422999;Волгатранстелеком,;Volgatranstelekom,;
73022423000;73022423999;Волгатранстелеком,;Volgatranstelekom,;
73022424000;73022424999;Волгатранстелеком,;Volgatranstelekom,;
73022440000;73022449999;Локтелеком;Loktelekom;
73022450000;73022459999;Локтелеком;Loktelekom;
73022500000;73022509999;Мобильные ТелеСистемы;Mobilnye TeleSistemy;
73022550000;73022559999;Мобильные ТелеСистемы;Mobilnye TeleSistemy;
73022570000;73022579999;Мобильные ТелеСистемы;Mobilnye TeleSistemy;
73022666666;73022666666;Ростелеком;Rostelekom;
73022710000;73022739999;МегаФон;MegaFon;
73022777000;73022777999;Гамма Телеком;Gamma Telekom;
73022922200;73022922499;Гамма Телеком;Gamma Telekom;
73022922500;73022922599;Поволжье Телеком;Povolzhe Telekom;
73022925000;73022927999;Ростелеком;Rostelekom;
73022990000;73022999999;Ростелеком;Rostelekom;
73023020000;73023029999;Ростелеком;Rostelekom;
73023030000;73023030045;МегаФон;MegaFon;
73023031100;73023031243;Ростелеком;Rostelekom;
73023032100;73023032267;Ростелеком;Rostelekom;
73023033100;73023033199;Ростелеком;Rostelekom;
73023034100;73023034199;Ростелеком;Rostelekom;
73023034500;73023034623;Ростелеком;Rostelekom;
73023035110;73023035159;Ростелеком;Rostelekom;
73023036100;73023036159;Ростелеком;Rostelekom;
73023038100;73023038159;Ростелеком;Rostelekom;
73023120000;73023129999;Ростелеком;Rostelekom;
73023130000;73023130041;МегаФон;MegaFon;
73023131000;73023133047;Ростелеком;Rostelekom;
73023134100;73023134199;Ростелеком;Rostelekom;
73023134210;73023134343;Ростелеком;Rostelekom;
73023134400;73023134495;Ростелеком;Rostelekom;
73023134500;73023134819;Ростелеком;Rostelekom;
73023134820;73023134843;Ростелеком;Rostelekom;
73023134910;73023134959;Ростелеком;Rostelekom;
73023135100;73023135219;Ростелеком;Rostelekom;
73023135410;73023135459;Ростелеком;Rostelekom;
73023135500;73023135599;Ростелеком;Rostelekom;
73023135610;73023135659;Ростелеком;Rostelekom;
73023135700;73023135719;Ростелеком;Rostelekom;
73023135720;73023135743;Ростелеком;Rostelekom;
73023136200;73023136299;Ростелеком;Rostelekom;
73023136510;73023136559;Ростелеком;Rostelekom;
73023250000;73023259999;Ростелеком;Rostelekom;
73023330100;73023330199;Ростелеком;Rostelekom;
73023330200;73023330220;МегаФон;MegaFon;
73023331000;73023335111;Ростелеком;Rostelekom;
73023335240;73023335303;Ростелеком;Rostelekom;
73023335368;73023335495;Ростелеком;Rostelekom;
73023336210;73023336259;Ростелеком;Rostelekom;
73023337300;73023337359;Ростелеком;Rostelekom;
73023338110;73023338159;Ростелеком;Rostelekom;
73023339000;73023339899;Ростелеком;Rostelekom;
73023340110;73023340159;Ростелеком;Rostelekom;
73023341210;73023341259;Ростелеком;Rostelekom;
73023342210;73023342259;Ростелеком;Rostelekom;
73023343510;73023343559;Ростелеком;Rostelekom;
73023343560;73023344859;Межрегиональный ТранзитТелеком;Mezhregionalnyi TranzitTelekom;
73023345210;73023345259;Ростелеком;Rostelekom;
73023345500;73023345728;Ростелеком;Rostelekom;
73023346110;73023346159;Ростелеком;Rostelekom;
73023347110;73023347159;Ростелеком;Rostelekom;
73023349110;73023349159;Ростелеком;Rostelekom;
73023352000;73023353999;Российские железные дороги;Rossiiskie zheleznye dorogi;
73023362000;73023364499;Российские железные дороги;Rossiiskie zheleznye dorogi;
73023431000;73023432499;Ростелеком;Rostelekom;
73023433000;73023433503;Ростелеком;Rostelekom;
73023434310;73023434359;Ростелеком;Rostelekom;
73023434400;73023434499;Ростелеком;Rostelekom;
73023434510;73023434559;Ростелеком;Rostelekom;
73023436100;73023436211;Ростелеком;Rostelekom;
73023436300;73023436347;Ростелеком;Rostelekom;
73023436500;73023436523;Ростелеком;Rostelekom;
73023436600;73023436899;Ростелеком;Rostelekom;
73023438600;73023438655;Ростелеком;Rostelekom;
73023438700;73023438771;Ростелеком;Rostelekom;
73023438772;73023438795;Ростелеком;Rostelekom;
73023445000;73023445799;Российские железные дороги;Rossiiskie zheleznye dorogi;
73023450100;73023450599;Ростелеком;Rostelekom;
73023465200;73023465299;Ростелеком;Rostelekom;
73023465510;73023465559;Ростелеком;Rostelekom;
73023471000;73023472199;Ростелеком;Rostelekom;
73023473000;73023473199;Ростелеком;Rostelekom;
73023521000;73023522119;Ростелеком;Rostelekom;
73023522120;73023522149;МегаФон;MegaFon;
73023523100;73023523543;Ростелеком;Rostelekom;
73023523544;73023523609;Ростелеком;Rostelekom;
73023523610;73023523659;Ростелеком;Rostelekom;
73023523700;73023523771;Ростелеком;Rostelekom;
73023524000;73023524399;Ростелеком;Rostelekom;
73023525100;73023525299;Ростелеком;Rostelekom;
73023525310;73023525359;Ростелеком;Rostelekom;
73023525400;73023525595;Ростелеком;Rostelekom;
73023525600;73023525699;Ростелеком;Rostelekom;
73023535400;73023535409;Ростелеком;Rostelekom;
73023621000;73023622499;Ростелеком;Rostelekom;
73023622500;73023622583;Ростелеком;Rostelekom;
73023622584;73023622585;МегаФон;MegaFon;
73023630000;73023639999;Ростелеком;Rostelekom;
73023641100;73023641603;Ростелеком;Rostelekom;
73023642200;73023642599;Ростелеком;Rostelekom;
73023643100;73023643199;Ростелеком;Rostelekom;
73023644110;73023644159;Ростелеком;Rostelekom;
73023645500;73023645699;Ростелеком;Rostelekom;
73023646000;73023646024;МегаФон;MegaFon;
73023646100;73023646315;Ростелеком;Rostelekom;
73023647100;73023647399;Ростелеком;Rostelekom;
73023647400;73023647411;Ростелеком;Rostelekom;
73023648110;73023648159;Ростелеком;Rostelekom;
73023649100;73023649599;Ростелеком;Rostelekom;
73023649600;73023649627;Ростелеком;Rostelekom;
